"community,price,area,layout,site,total_height,toward,built_year"
"中珠九悦,710,215.0,4室3厅,高,28.0,南北,2012-01-01"
"中信红树湾四期,1700,427.51,5室3厅,高,43.0,南,2012-01-01"
"鹏瑞·珠澳湾中心,160,70.0,1室1厅,高,40.0,南北,2023-01-01"
"绿景喜悦荟,103,45.0,1室1厅,高,32.0,东南,2019-01-01"
"华发世纪城二期,250,107.16,3室2厅,低,28.0,东南,2012-01-01"
"乐而居花园,229,139.53,4室2厅,中,27.0,南北,2021-01-01"
"盛东·江山赋,698,275.72,5室2厅,高,39.0,南北,2019-01-01"
"天一居,678,178.7,3室2厅,中,29.0,南北,2015-01-01"
"山东健康·家人乐府,180,77.0,3室2厅,低,27.0,南,2022-01-01"
"恒荣城市溪谷,295,118.0,4室2厅,高,37.0,南北,2018-01-01"
"绿景玺悦湾,550,165.5,4室2厅,中,32.0,南,2020-01-01"
"粤海国际花园,295,120.0,3室2厅,低,11.0,西南,2018-01-01"
"中海寰宇天下,816,218.0,4室2厅,中,18.0,南北,2020-01-01"
"金域华府,410,97.0,4室2厅,底,32.0,南北,2003-01-01"
"利达新园,290,161.0,4室3厅,底,7.0,南,1998-01-01"
"绿湖山庄,267,99.0,3室2厅,低,31.0,南,2016-01-01"
"湾仔天一居,480,122.51,3室2厅,中,37.0,南,2020-01-01"
"都会四季,188,89.0,3室2厅,高,27.0,南,2021-01-01"
"华发新城六期,126.8,60.24,2室2厅,低,28.0,东南,2018-01-01"
"华发四季半岛钻石湾,391,141.0,3室2厅,中,31.0,南,2024-01-01"
"双瑞藏龙湾花园,348,115.0,3室2厅,中,47.0,南,2017-01-01"
"琴澳新城四季半岛钻石,288,99.0,3室2厅,高,31.0,南,2020-01-01"
"恒荣城市溪谷,300,118.0,4室2厅,低,37.0,南北,2018-01-01"
"湾仔天一居,780,203.92,4室2厅,低,38.0,东南,2019-01-01"
"马赛公馆,178,46.46,3室1厅,底,19.0,东南,2018-01-01"
"山东健康·家人乐府,298,125.0,4室2厅,低,15.0,南,2022-01-01"
"恒荣城市溪谷,234,98.0,3室2厅,高,37.0,南北,2018-01-01"
"华发四季峰景,394,142.4,4室2厅,中,32.0,南北,2020-01-01"
"岭秀城,269,118.91,3室1厅,低,26.0,南,2018-01-01"
"金域华府,310,79.0,3室2厅,低,32.0,南,2013-01-01"
"中海寰宇天下,980,218.0,4室2厅,中,20.0,南北,2021-01-01"
"双瑞藏龙湾花园,185,75.0,2室2厅,中,47.0,南,2021-01-01"
"御景国际花园,245,87.34,3室2厅,中,31.0,东南,2018-01-01"
"海湾东苑,290,168.26,4室2厅,高,7.0,南北,2018-01-01"
"恒荣城市溪谷,245,98.0,3室2厅,低,37.0,南北,2018-01-01"
"格力广场三期,569,220.99,5室2厅,高,48.0,南,2018-01-01"
"国维中央广场,85,44.45,1室2厅,低,33.0,南北,2022-01-01"
"岭秀城,220,95.18,2室2厅,低,29.0,东南,2018-01-01"
"正方深悦湾花园,239,99.0,4室2厅,中,25.0,南北,2021-01-01"
"华发四季峰景,215,81.0,3室2厅,低,45.0,南,2019-01-01"
"五洲花城二期,980,265.65,5室2厅,低,30.0,南,2012-01-01"
"中星广场,43,40.0,2室1厅,中,37.0,南北,1998-01-01"
"钰海帝景,817,264.3,4室2厅,低,30.0,南北,2012-01-01"
"绿景玺悦湾,888,258.0,5室2厅,低,32.0,南,2021-01-01"
"富力优派广场,35,40.0,1室1厅,中,26.0,南,2019-01-01"
"九洲假日,80,43.92,1室1厅,低,25.0,北,2018-01-01"
"绿景玺悦湾,556,165.0,4室2厅,中,30.0,南北,2021-01-01"
"中海寰宇天下,269,86.0,3室2厅,高,22.0,南,2020-01-01"
"绿景玺悦湾,428,143.0,4室2厅,高,19.0,南北,2021-01-01"
"龙光·玖榕湾,220,96.22,3室2厅,低,32.0,南北,2020-01-01"
"悦澜山,589,140.0,4室2厅,低,11.0,南北,2018-01-01"
"粤海国际花园,292,120.52,3室2厅,中,11.0,东南,2018-01-01"
"粤海国际花园,299,137.28,4室2厅,高,9.0,西北,2018-01-01"
"中海寰宇天下,410,127.0,4室2厅,中,22.0,南北,2020-01-01"
"仁恒滨海中心,1688,321.0,4室2厅,高,38.0,南北,2015-01-01"
"中海寰宇天下,640,169.0,4室2厅,中,25.0,南北,2020-01-01"
"正方云曦山,216,98.0,4室2厅,高,28.0,南北,2018-01-01"
"华发城建四季半岛,270,97.6,3室2厅,高,32.0,南北,2021-01-01"
"万菱情侣湾一号,1578,346.0,5室2厅,中,38.0,南北,2018-01-01"
"珠光锦程,254,120.0,3室2厅,中,17.0,南北,2020-01-01"
"中海寰宇天下,450,127.0,4室2厅,低,22.0,南北,2021-01-01"
"都会四季,209,99.0,4室2厅,中,28.0,南北,2019-01-01"
"华发国际海岸新澳郡,128,51.0,1室2厅,中,30.0,南,2021-01-01"
"中海寰宇天下,430,127.0,4室2厅,低,22.0,南北,2020-01-01"
"华发琴澳新城四季峰景,201,89.0,3室2厅,中,25.0,南,2012-01-01"
"钰海帝景,800,264.3,4室2厅,中,30.0,南北,2012-01-01"
"双瑞藏龙湾花园,185,75.0,2室2厅,低,47.0,东南,2021-01-01"
"悦澜山,589,140.0,4室2厅,低,11.0,南北,2018-01-01"
"仁恒星园,570,198.0,4室2厅,低,22.0,南,2008-01-01"
"粤海国际花园,265,118.09,3室2厅,底,10.0,南北,2018-01-01"
"龙光玖龙湾,298,99.27,3室2厅,低,25.0,东南,2018-01-01"
"岭秀城,269,118.91,3室1厅,低,26.0,南,2018-01-01"
"双瑞藏龙湾花园,400,115.0,3室2厅,高,47.0,南,2017-01-01"
"珠海恒大林溪郡,170,101.0,3室2厅,低,30.0,南,2020-01-01"
"利腾金力湾住宅,100,40.0,1室1厅,中,26.0,南,2020-01-01"
"恒荣城市溪谷,500,165.0,4室2厅,高,37.0,南北,2018-01-01"
"恒荣城市溪谷,298,118.0,4室2厅,中,37.0,南北,2020-01-01"
"绿景玺悦湾,420,120.0,3室2厅,中,31.0,南北,2020-01-01"
"中海富华里,198,81.17,2室2厅,中,29.0,西北,2018-01-01"
"中海寰宇天下,580,169.0,4室2厅,中,25.0,南北,2020-01-01"
"五洲花城,930,186.0,5室2厅,中,43.0,南北,2021-01-01"
"中珠九悦,510,153.0,4室2厅,中,17.0,南北,2018-01-01"
"中信红树湾一期,480,119.0,3室2厅,高,32.0,东南,2011-01-01"
"珠光里程花园,560,127.0,4室2厅,高,31.0,南,2000-01-01"
"万菱情侣湾一号,1830,346.9,5室2厅,中,38.0,南北,2017-01-01"
"乐而居花园,229,139.53,4室2厅,中,27.0,南北,2021-01-01"
"正方云曦山,256,115.0,4室2厅,低,32.0,南,2020-01-01"
"盛东·江山赋,870,325.3,5室2厅,低,48.0,南北,2020-01-01"
"绿茵花园,95,73.19,2室2厅,中,7.0,南,1998-01-01"
"华发世纪城二期,235,107.29,3室2厅,底,28.0,东南,2018-01-01"
"华发世纪城四期,353,172.22,4室2厅,中,31.0,南北,2018-01-01"
"锦园,452,215.0,4室2厅,低,31.0,南,2018-01-01"
"华发峰景湾,231,88.94,3室2厅,高,30.0,东,2018-01-01"
"中海寰宇天下,816,218.0,4室2厅,中,18.0,南北,2020-01-01"
"岭秀城,229,103.79,3室2厅,中,25.0,南北,2018-01-01"
"万科琴澳传奇,158,68.0,2室2厅,中,28.0,东南,2023-01-01"
"万菱情侣湾一号,1500,346.9,5室2厅,高,39.0,南北,2017-01-01"
"华发琴澳新城四季峰景,320,139.0,4室2厅,低,32.0,南北,2021-01-01"
"粤海国际花园,278,106.05,3室2厅,底,12.0,南,2018-01-01"
"中海寰宇天下,303,97.0,3室2厅,高,22.0,南北,2021-01-01"
"仁恒星园,245,98.96,2室2厅,低,26.0,南,2018-01-01"
"双瑞藏龙湾花园,190,75.0,2室2厅,低,47.0,西南,2021-01-01"
"天宸,660,251.0,3室2厅,高,37.0,南北,2017-01-01"
"利腾金力湾住宅,172,69.0,2室2厅,高,23.0,南,2021-01-01"
"双瑞藏龙湾花园,210,80.0,2室2厅,中,47.0,南,2017-01-01"
"五洲花城二期,980,265.65,5室2厅,低,30.0,南,2012-01-01"
"仁恒星园,365,132.0,3室2厅,高,28.0,北,2008-01-01"
"盛东·江山赋,560,161.47,4室2厅,低,17.0,南北,2019-01-01"
"龙光·海悦云天,286,89.5,2室2厅,低,28.0,南,2012-01-01"
"粤海国际花园,299,137.28,4室2厅,高,9.0,西北,2018-01-01"
"绿景玺悦湾,418,120.0,3室2厅,中,31.0,南,2020-01-01"
"中海环宇城,262,83.0,2室2厅,中,38.0,南,2020-01-01"
"中海寰宇天下,303,97.0,3室2厅,高,22.0,东南,2021-01-01"
"都会四季,168,79.0,3室2厅,中,28.0,东南,2021-01-01"
"中星广场,80,56.0,3室2厅,中,37.0,南北,1998-01-01"
"路福·星光上,282,120.0,3室2厅,中,32.0,南,2020-01-01"
"富力优派广场,35,40.0,1室1厅,中,26.0,南,2019-01-01"
"琴澳新城四季半岛钻石,288,99.0,3室2厅,高,31.0,南,2020-01-01"
"凤山府,215,91.09,3室2厅,高,27.0,东南,2013-01-01"
"恒荣城市溪谷,238,98.0,3室2厅,中,37.0,南北,2020-01-01"
"时代保利中环广场,118,45.46,1室2厅,中,6.0,南,2019-01-01"
"乐而居花园,248,140.0,4室2厅,高,32.0,南,2017-01-01"
"中珠上城,260,110.0,4室2厅,中,28.0,南,2018-01-01"
"四季半岛钻石湾,380,143.0,3室2厅,中,31.0,南,2020-01-01"
"湾仔天一居,780,203.92,4室2厅,低,38.0,东南,2019-01-01"
"万科琴澳传奇,300,105.0,4室1厅,高,7.0,南北,2023-01-01"
"中海寰宇天下,345,105.0,3室2厅,中,22.0,南北,2020-01-01"
"正方南湾首府,600,173.0,5室2厅,低,32.0,南北,2018-01-01"
"利腾金力湾住宅,108,43.0,1室1厅,中,26.0,南,2019-01-01"
"绿景喜悦荟,240,98.0,3室2厅,低,30.0,南,2019-01-01"
"中海寰宇天下,410,127.0,4室2厅,中,22.0,南北,2020-01-01"
"中海富华里,198,81.17,2室2厅,中,29.0,西北,2018-01-01"
"华发国际花园,319,141.97,4室2厅,中,28.0,东南,2018-01-01"
"万菱情侣湾一号,1600,242.57,3室2厅,中,39.0,南北,2019-01-01"
"粤海国际花园,292,120.52,3室2厅,中,11.0,东南,2018-01-01"
"五洲花城澳洲园,1000,331.65,5室2厅,中,17.0,南,2004-01-01"
"龙城花园,102,53.04,2室1厅,中,19.0,东南,2018-01-01"
"双瑞藏龙湾花园,305,115.0,3室2厅,中,48.0,南北,2013-01-01"
"双瑞藏龙湾花园,320,128.0,4室2厅,低,47.0,南北,2021-01-01"
"盛东·江山赋,682,275.72,5室2厅,高,39.0,南北,2019-01-01"
"恒荣城市溪谷,236,98.0,3室2厅,中,37.0,南北,2020-01-01"
"正方南湾首府,235,99.0,4室2厅,低,32.0,南北,2023-01-01"
"恒荣城市溪谷,670,165.0,4室2厅,高,37.0,南北,2018-01-01"
"都会四季,209,99.0,4室2厅,中,28.0,南,2020-01-01"
"恒虹世纪广场,259,120.17,3室1厅,中,41.0,北,2018-01-01"
"仁恒滨海中心,3888,751.02,7室3厅,高,32.0,东南,2017-01-01"
"中珠九悦,710,215.0,4室3厅,高,28.0,南北,2012-01-01"
"五洲花城三期,699,166.3,5室2厅,高,32.0,南北,2021-01-01"
"正方南湾首府,209,85.0,3室2厅,低,32.0,南北,2018-01-01"
"中信红树湾花园,449,148.25,4室2厅,低,32.0,南北,2018-01-01"
"诚丰逸翠园,385,144.0,4室2厅,中,12.0,南,2005-01-01"
"双瑞藏龙湾花园,271,108.0,4室2厅,中,47.0,南,2020-01-01"
"湾仔天一居,670,177.26,3室2厅,低,29.0,南北,2020-01-01"
"尚东领御,1600,439.37,6室3厅,底,2.0,南,2012-01-01"
"湾仔天一居,1350,377.0,4室2厅,高,37.0,南北,2017-01-01"
"龙光·玖榕湾,300,130.0,4室2厅,高,32.0,南北,2020-01-01"
"岭秀城,175,78.29,2室2厅,中,25.0,南,2018-01-01"
"龙光·玖榕湾,260,106.35,3室2厅,低,32.0,南,2020-01-01"
"马赛公馆,167,46.39,3室2厅,低,19.0,东,2018-01-01"
"富力优派广场,35,40.0,1室1厅,高,26.0,南,2019-01-01"
"华发四季峰景,215,81.0,3室2厅,低,45.0,南,2019-01-01"
"盈彩美居,420,155.0,4室2厅,高,17.0,南北,2009-01-01"
"绿景玺悦湾,511,165.0,4室2厅,中,30.0,南北,2021-01-01"
"双城汇三期,120,63.7,2室2厅,中,26.0,南,2019-01-01"
"绿景玺悦湾,888,258.0,5室2厅,低,32.0,南,2021-01-01"
"中海寰宇天下,370,114.0,3室2厅,高,29.0,东南,2021-01-01"
"御景国际花园,390,145.96,4室1厅,中,30.0,东,2018-01-01"
"华发广场,370,89.0,3室2厅,中,45.0,南北,2020-01-01"
"富力新天地,216,92.0,2室2厅,底,6.0,西,2006-01-01"
"盛东·江山赋,400,155.0,3室2厅,高,28.0,南北,2018-01-01"
"粤海国际花园,278,106.05,3室2厅,底,12.0,南,2018-01-01"
"中海寰宇天下,580,169.0,4室2厅,中,25.0,南北,2020-01-01"
"中信红树湾一期,480,119.0,3室2厅,高,32.0,东南,2011-01-01"
"乐而居花园,188,113.99,3室2厅,中,26.0,南北,2020-01-01"
"五洲花城二期,850,239.0,4室2厅,中,31.0,南,2012-01-01"
"绿景玺悦湾,435,143.0,4室2厅,中,32.0,南北,2021-01-01"
"山东健康·家人乐府,180,77.0,3室2厅,低,27.0,南,2022-01-01"
"中铁·诺德国际,340,109.4,3室2厅,高,39.0,东南,2016-01-01"
"华发琴澳新城·银景湾,198,79.62,2室2厅,高,32.0,南,2020-01-01"
"华发琴澳新城·银景湾,120,50.0,1室2厅,中,31.0,南,2021-01-01"
"格力海云居,90,49.0,1室1厅,中,25.0,南北,2020-01-01"
"正方深悦湾花园,180,77.0,3室2厅,低,25.0,南,2022-01-01"
"都会四季,144,68.0,2室2厅,中,28.0,东南,2021-01-01"
"华发峰景湾花园,235,98.19,3室2厅,高,39.0,南,2018-01-01"
"华发琴澳新城国际海岸,130,51.0,1室2厅,中,30.0,东南,2020-01-01"
"中海寰宇天下,640,169.0,4室2厅,中,25.0,南北,2020-01-01"
"华发四季峰景,215,81.0,3室2厅,低,45.0,南,2019-01-01"
"绿景玺悦湾,438,143.35,4室2厅,中,32.0,南北,2020-01-01"
"华发山庄,378,157.21,3室2厅,底,17.0,南北,2018-01-01"
"双瑞藏龙湾花园,280,95.0,3室2厅,高,47.0,南北,2019-01-01"
"华发·湾玺壹号,1050,249.0,5室3厅,低,9.0,南北,2020-01-01"
"珠光里程花园,520,115.13,3室2厅,低,25.0,南,2018-01-01"
"优特绿城·桂语香山,157,48.0,1室1厅,低,39.0,南,2020-01-01"
"都会四季,168,79.0,3室2厅,中,28.0,东南,2021-01-01"
"仁恒滨海中心,3788,674.0,7室3厅,高,32.0,南北,2021-01-01"
"恒荣城市溪谷,240,98.0,3室2厅,高,37.0,南北,2018-01-01"
"岭秀城,298,120.54,3室2厅,高,31.0,东南,2018-01-01"
"龙光玖龙湾,298,99.27,3室2厅,低,25.0,东南,2018-01-01"
"红树别院,280,118.0,3室2厅,中,15.0,南北,2018-01-01"
"岭秀城,235,95.19,2室1厅,高,29.0,南,2018-01-01"
"华发广场,370,90.0,3室2厅,中,45.0,南,2018-01-01"
"华发四季,1500,333.26,5室2厅,高,31.0,南,2014-01-01"
"海湾东苑,290,168.26,4室2厅,高,7.0,南北,2018-01-01"
"鹏瑞·珠澳湾中心,185,75.0,1室1厅,高,40.0,南北,2023-01-01"
"尚东领御,830,248.87,5室2厅,低,49.0,南,2012-01-01"
"中海寰宇天下,303,97.0,3室2厅,高,22.0,南北,2021-01-01"
"乐而居花园,188,113.99,3室2厅,中,26.0,南北,2020-01-01"
"四季半岛钻石湾,420,143.0,4室2厅,高,8.0,南北,2023-01-01"
"颐璟名庭,155,76.0,3室2厅,中,22.0,东南,2020-01-01"
"山海一品墅,1500,471.63,4室2厅,中,7.0,南,2007-01-01"
"利腾金力湾住宅,100,40.0,1室1厅,中,26.0,南,2020-01-01"
"嘉祥苑,220,93.0,3室2厅,低,11.0,南,2006-01-01"
"金域华府,410,97.0,4室2厅,底,32.0,南北,2003-01-01"
"万菱情侣湾一号,1099,194.0,4室2厅,中,38.0,南北,2020-01-01"
"岭秀城,202,75.0,2室2厅,低,32.0,东南,2018-01-01"
"华发琴澳新城四季峰景,201,89.0,3室2厅,中,25.0,南,2012-01-01"
"龙光·玖榕湾,209,96.22,3室2厅,中,18.0,南,2021-01-01"
"富力优派广场,36,40.0,1室1厅,中,26.0,南,2020-01-01"
"粤海国际花园,320,142.39,4室2厅,底,11.0,南北,2018-01-01"
"龙光玖云汇住宅,180,78.82,2室2厅,中,29.0,南,2020-01-01"
"天宸,168,61.0,2室1厅,底,37.0,南北,2000-01-01"
"湾仔天一居,780,203.92,4室2厅,中,38.0,南北,2020-01-01"
"龙城花园,105,52.91,2室1厅,低,19.0,东,2018-01-01"
"绿景玺悦湾,554,165.5,4室2厅,中,32.0,南北,2020-01-01"
"龙光·海悦云天,445,131.41,4室2厅,高,28.0,南,2012-01-01"
"龙光·玖榕湾,299,120.78,3室2厅,高,32.0,南北,2020-01-01"
"绿景玺悦湾,950,226.0,5室2厅,中,32.0,南北,2021-01-01"
"中安广场,97.5,61.0,1室1厅,中,26.0,南,2019-01-01"
"中星广场,90,61.0,1室1厅,中,26.0,南,2017-01-01"
"中珠九悦,520,153.7,4室2厅,底,17.0,南,2012-01-01"
"绿景玺悦湾,436,143.0,4室2厅,中,19.0,南,2021-01-01"
"双瑞藏龙湾花园,298,95.0,3室2厅,高,47.0,南北,2019-01-01"
"绿洋山庄,1250,364.47,5室2厅,高,27.0,南北,2018-01-01"
"华发世纪城四期,299,145.84,3室2厅,中,31.0,东南,2018-01-01"
"华发峰景湾花园,235,98.19,3室2厅,高,39.0,南,2018-01-01"
"华发山庄,580,191.0,4室2厅,中,16.0,南,2015-01-01"
"都会明珠,190,99.0,4室2厅,中,28.0,南北,2019-01-01"
"白莲新村,120,89.8,3室2厅,中,4.0,东南,2018-01-01"
"中铁·诺德国际,340,109.4,3室2厅,高,39.0,东南,2016-01-01"
"华发琴澳新城国际海岸,275,109.0,3室2厅,中,31.0,南,2020-01-01"
"中海寰宇天下,476,136.0,4室2厅,底,31.0,南北,2020-01-01"
"万菱情侣湾一号,999,194.26,3室2厅,中,38.0,南北,2019-01-01"
"香都三好名苑,210,76.0,2室2厅,中,11.0,南,2018-01-01"
"天一居,678,178.7,3室2厅,中,29.0,南北,2015-01-01"
"仁恒星园,650,241.93,6室2厅,低,26.0,南北,2018-01-01"
"权英豪苑,380,123.04,3室2厅,中,12.0,南,2000-01-01"
"绿景玺悦湾,436,143.0,4室2厅,中,19.0,南,2021-01-01"
"云山诗意,1200,393.0,6室3厅,中,17.0,南,2008-01-01"
"绿景玺悦湾,438,143.0,4室2厅,中,32.0,南,2021-01-01"
"龙光玖龙湾,298,99.27,3室2厅,低,25.0,东南,2018-01-01"
"双瑞藏龙湾花园,460,143.0,4室2厅,中,31.0,南北,2019-01-01"
"时代保利中环广场,109,43.0,1室2厅,中,6.0,南,2019-01-01"
"珠光锦程,250,120.0,3室2厅,中,17.0,南北,2020-01-01"
"湾仔天一居,480,122.51,3室2厅,中,37.0,南,2020-01-01"
"利腾金力湾住宅,157,62.7,2室2厅,高,23.0,南,2017-01-01"
"华发四季峰景,210,81.0,3室2厅,中,32.0,南,2020-01-01"
"五洲花城二期,1000,287.85,5室2厅,低,30.0,南北,2012-01-01"
"万菱情侣湾一号,1099,194.0,4室2厅,中,38.0,南北,2020-01-01"
"鹏瑞·珠澳湾中心,600,188.0,3室2厅,低,42.0,南,2022-01-01"
"金地伊顿山,410,109.97,3室2厅,低,31.0,南北,2010-01-01"
"曦华园,954,227.0,5室2厅,低,32.0,南北,2014-01-01"
"粤海国际花园,295,120.0,3室1厅,低,11.0,西南,2018-01-01"
"绿景玺悦湾,650,188.0,4室2厅,中,30.0,南北,2021-01-01"
"中珠九悦,520,153.7,4室2厅,底,17.0,南,2012-01-01"
"国维中央广场,105,43.22,1室2厅,高,22.0,南北,2020-01-01"
"双瑞藏龙湾花园,357,143.18,4室2厅,低,45.0,南北,2019-01-01"
"五洲花城澳洲园,540,162.28,4室2厅,高,17.0,南北,2004-01-01"
"香都三好名苑,350,118.0,3室2厅,低,11.0,南北,2005-01-01"
"珠光锦程,254,120.0,3室2厅,中,17.0,南北,2020-01-01"
"珠海恒大林溪郡,185,97.0,3室2厅,高,25.0,南北,2021-01-01"
"中海环宇城,289,105.23,3室2厅,低,42.0,东北,2018-01-01"
"仁恒星园,930,294.0,6室2厅,高,26.0,南,2008-01-01"
"中海寰宇天下,580,169.0,4室2厅,中,25.0,南北,2020-01-01"
"绿景玺悦湾,888,258.0,5室2厅,低,32.0,南,2021-01-01"
"绿景喜悦荟,235,98.8,3室2厅,高,30.0,南,2019-01-01"
"岭秀城,318,121.65,3室2厅,高,29.0,北,2018-01-01"
"华发四季峰景,210,81.0,3室2厅,中,31.0,东,2020-01-01"
"万菱情侣湾一号,1578,346.0,5室2厅,中,38.0,南北,2018-01-01"
"湾仔天一居,490,122.51,3室2厅,中,37.0,南,2020-01-01"
"绿景玺悦湾,550,165.0,4室2厅,中,30.0,南北,2020-01-01"
"绿景玺悦湾,554,165.5,4室2厅,中,32.0,南北,2020-01-01"
"仁恒星园,380,132.0,3室2厅,中,28.0,北,2018-01-01"
"中海寰宇天下,394,125.0,4室2厅,中,22.0,南北,2021-01-01"
"中珠上城,335,142.0,3室2厅,高,28.0,东南,2018-01-01"
"龙园8号,142,47.17,3室2厅,高,34.0,南,2018-01-01"
"天宸,168,61.0,2室1厅,底,37.0,南北,2000-01-01"
"华发峰景湾,231,97.97,3室2厅,低,38.0,南北,2017-01-01"
"粤海国际花园,295,120.0,3室2厅,低,11.0,西南,2018-01-01"
"利腾金力湾住宅,172,69.0,2室2厅,高,23.0,南,2021-01-01"
"熙园,410,161.0,3室2厅,高,11.0,南,2003-01-01"
"钰海帝景,817,264.3,4室2厅,低,30.0,南北,2012-01-01"
"鹏瑞·珠澳湾中心,145,69.0,1室1厅,高,42.0,南,2022-01-01"
"中海寰宇天下,395,114.0,3室2厅,中,22.0,东南,2021-01-01"
"时代保利中环广场,118,45.46,1室2厅,中,6.0,南,2019-01-01"
"正方南湾首府,245,99.0,4室2厅,低,32.0,南北,2013-01-01"
"都会四季,177,68.0,2室2厅,中,28.0,南,2021-01-01"
"仁恒星园,570,186.0,3室2厅,高,26.0,南,2018-01-01"
"华发峰景湾,235,98.19,3室2厅,低,39.0,南北,2017-01-01"
"绿景玺悦湾,420,120.0,3室2厅,中,31.0,南北,2020-01-01"
"格力广场三期,489,182.7,4室2厅,高,50.0,南北,2018-01-01"
"湾仔天一居,780,203.92,4室2厅,低,38.0,东南,2019-01-01"
"湾仔天一居,1300,377.0,4室2厅,高,37.0,南北,2017-01-01"
"钰海帝景,817,264.3,4室2厅,低,30.0,南北,2012-01-01"
"仁恒星园,500,167.3,4室2厅,低,18.0,南,2008-01-01"
"双瑞藏龙湾花园,320,128.0,4室2厅,低,47.0,南北,2021-01-01"
"正方深悦湾花园,209,99.0,4室2厅,中,25.0,南北,2022-01-01"
"龙光玖云汇,250,132.0,4室2厅,低,30.0,南,2020-01-01"
"时代保利中环广场,168,50.0,1室1厅,中,5.0,南北,2017-01-01"
"中海寰宇天下,276,86.0,3室2厅,中,22.0,南,2020-01-01"
"中铁·诺德国际,340,109.4,3室2厅,高,39.0,东南,2016-01-01"
"中星广场,43,40.0,2室1厅,中,37.0,南北,1998-01-01"
"华发世纪城四期,199,89.22,3室2厅,低,32.0,南,2018-01-01"
"恒虹世纪广场,259,120.17,3室1厅,中,41.0,北,2018-01-01"
"中珠九悦,710,215.0,4室3厅,高,28.0,南北,2012-01-01"
"中海寰宇天下,306,97.0,3室2厅,低,22.0,东南,2020-01-01"
"龙园海湾雅苑,199,80.0,2室1厅,中,29.0,东南,2018-01-01"
"华发琴澳新城四季峰景,246,89.0,3室2厅,中,31.0,南,2020-01-01"
"都会四季,209,99.0,4室2厅,中,28.0,南北,2019-01-01"
"格力海云居,110,69.0,2室2厅,中,25.0,南北,2020-01-01"
"绿景玺悦湾,380,122.69,3室2厅,中,31.0,南,2021-01-01"
"仁恒星园,650,241.93,6室2厅,低,26.0,南北,2018-01-01"
"华发山庄,378,157.21,3室2厅,底,17.0,南北,2018-01-01"
"中海寰宇天下,250,65.0,2室2厅,低,22.0,东南,2020-01-01"
"龙城花园,105,52.91,2室1厅,低,19.0,东,2018-01-01"
"双城汇三期,178,76.0,3室2厅,中,30.0,南北,2019-01-01"
"绿景玺悦湾,554,165.5,4室2厅,中,32.0,南北,2020-01-01"
"正方云曦山,216,98.0,4室2厅,高,28.0,南北,2018-01-01"
"香湾花园,1200,370.89,6室3厅,顶,3.0,东南,1996-01-01"
"中珠上城,190,83.45,2室2厅,中,17.0,东,2018-01-01"
"时代保利中环广场,97,39.0,1室2厅,中,6.0,南,2019-01-01"
"华发广场,370,89.0,3室2厅,中,45.0,南北,2020-01-01"
"中海寰宇天下,303,97.0,3室2厅,高,22.0,东南,2021-01-01"
"御景国际花园,390,146.0,4室2厅,低,30.0,东,2009-01-01"
"中海环宇城,225,86.41,2室2厅,低,37.0,东北,2018-01-01"
"华发国际海岸新澳郡,128,51.0,1室2厅,中,30.0,南,2021-01-01"
"都会四季,168,79.0,3室2厅,中,28.0,东南,2019-01-01"
"格力广场三期,279,112.37,2室2厅,低,48.0,南,2018-01-01"
"中安广场,96,61.0,1室1厅,中,26.0,南北,2017-01-01"
"华发琴澳新城四季峰景,208,89.0,3室2厅,低,32.0,南,2020-01-01"
"仁恒星园,570,198.0,4室2厅,低,22.0,南,2008-01-01"
"华发琴澳新城四季峰景,320,139.0,4室2厅,低,32.0,南北,2021-01-01"
"正方深悦湾花园,298,127.0,5室2厅,中,22.0,南北,2020-01-01"
"优特绿城·桂语香山,640,169.87,4室2厅,中,32.0,南,2021-01-01"
"国维中央广场,359,141.61,3室2厅,中,19.0,南,2018-01-01"
"华发城建四季半岛,270,97.6,3室2厅,高,32.0,南北,2021-01-01"
"中海寰宇天下,640,169.0,4室2厅,中,25.0,南北,2021-01-01"
"双瑞藏龙湾花园,239,95.0,3室2厅,高,47.0,南,2019-01-01"
"正方南湾首府,235,99.0,4室2厅,中,32.0,南北,2022-01-01"
"华发四季峰景,210,81.0,3室2厅,中,32.0,南,2020-01-01"
"粤海国际花园,299,137.28,4室2厅,高,9.0,西北,2018-01-01"
"中海寰宇天下,410,127.0,4室2厅,中,22.0,南北,2020-01-01"
"富力优派广场,35,40.0,1室1厅,高,26.0,南,2019-01-01"
"华发·湾玺壹号,1050,249.0,5室3厅,低,9.0,南北,2020-01-01"
"富力优派广场,38,37.0,1室1厅,中,26.0,南,2019-01-01"
"熙园,410,161.0,3室2厅,高,11.0,南,2003-01-01"
"曦华园,800,218.0,5室2厅,底,31.0,南,2019-01-01"
"粤海国际花园,320,142.39,4室2厅,底,11.0,南北,2018-01-01"
"都会四季,168,79.0,3室2厅,中,24.0,南,2021-01-01"
"云山诗意,1200,393.0,6室3厅,中,17.0,南,2008-01-01"
"万科琴澳传奇,158,68.0,2室2厅,中,28.0,东南,2023-01-01"
"岭秀城,220,95.18,2室2厅,低,29.0,东南,2018-01-01"
"华发琴澳新城·银景湾,121,51.0,1室2厅,中,30.0,南,2020-01-01"
"乐而居花园,188,113.9,3室2厅,低,31.0,东南,2020-01-01"
"双城汇三期,215,86.62,3室2厅,中,28.0,南北,2019-01-01"
